Категория,Значение
C,80.98316555527444
C,11.62213057605742
C,99.71971068908337
D,30.58609862436802
D,49.63698983051399
B,97.98945177779832
D,44.32018865087559
B,60.8087307262184
A,53.17625101321008
C,89.06664993857146
D,40.816667500325245
B,90.23426428300114
D,25.147162595451057
A,66.5940967923055
C,32.272267585986114
D,33.62332634582067
B,41.27576712313359
D,87.72884165692034
B,33.67035737368077
C,22.968190884673756
C,34.544151069763466
A,9.01325639631948
C,17.86718449755156
C,11.854374228262166
A,20.775125498984302
A,38.189667772819206
B,56.7405166516604
A,48.504107108537966
B,10.85605368798821
C,41.45064680345708
D,24.66864965797616
A,33.70137312292783
A,47.42651849719237
A,0.4211560966659089
C,89.10520692156065
B,51.66616377906259
A,15.061891775550363
D,83.10954888732749
B,61.251162897182375
B,11.194975944799745
B,76.68209988955016
A,19.447692749052546
B,45.004418983191705
A,71.81728320091561
A,69.78891506550795
D,97.69830738043032
B,5.24699525305381
A,7.749370721116278
A,2.8360773863991606
B,23.631693443259227
A,64.05224733179355
D,73.38306418591198
D,42.96465256917467
D,5.469087959473629
D,49.540255007123825
C,4.70322802406018
B,27.317917308240713
A,30.88487580098036
D,32.08709141716187
C,3.0251925914146827
C,23.74357725956735
D,98.66907139159967
B,50.993600755595544
C,16.787531516367395
C,81.93036711642479
D,48.11794663707069
B,16.438425987676453
A,94.75651245457577
C,91.23771103589664
D,19.355550081509886
C,41.82554203822533
A,72.77153131743606
D,3.81385042041944
C,36.33501144632676
C,82.48752340043525
D,98.61292084203377
B,24.01036304609685
D,72.42222758482492
B,90.16597072047546
C,93.88631839650398
A,42.29608880305029
D,37.53159700106914
A,98.45337733177277
D,22.34621282063457
B,51.32063072899853
A,14.282442317221077
B,29.147406126172758
D,80.21712555479237
C,80.52417351254456
A,94.76297284267436
A,96.80505259571618
B,42.10713013311994
D,59.94433667686836
B,39.83101526099586
B,24.23464976758496
B,2.2451023366830247
A,40.28974328510223
A,71.01383419291555
A,32.87431912146055
C,52.854931535030644
