Категория,Значение
D,56.43674284101814
D,27.528777670803393
C,7.501306982500056
B,45.24092387659169
C,71.4723718317903
C,7.990299519198674
A,75.28186503660427
D,53.77877312727131
C,94.85024465613431
C,63.98265845725544
B,7.911260261736219
C,62.74343474101764
A,72.0919065680831
A,42.70799886209328
D,80.06576962729788
B,93.527367942566
B,38.30726916095806
D,93.13277408822859
D,2.6923416469122885
A,5.727708314366042
B,12.92465149313211
A,70.64872849317145
D,94.9704028943371
C,67.20319498543164
C,21.11166710612521
C,45.16863969713364
A,15.507878929553042
C,34.33097654430658
A,65.05528254710846
D,18.981059555489963
C,23.97025720546184
C,15.461898447796873
C,79.94828419762288
D,10.292117113616762
A,74.01973187791751
A,28.942359711064324
C,62.561674720328156
C,12.209544189646005
A,2.69485430073122
B,5.297909879602414
A,61.74901398995256
B,92.31975583974832
C,38.946339906530895
D,78.41604026969226
B,19.76853315024002
B,68.79465120982361
B,91.45049764366753
A,50.79404119655928
B,6.318106303781135
C,30.916249038001244
C,11.65737056599948
D,73.64655102026182
A,79.9282251437019
A,49.83257523548048
C,27.21459146101781
C,49.724549706621715
C,29.52916505605261
D,69.1339014976536
A,80.65378001918309
C,7.620252834862717
B,37.1241777023979
A,71.66576016678225
A,0.5276648843101528
C,31.68686041290418
B,46.07794683328643
D,88.83239375782614
C,60.53463532613736
B,30.242516620153104
B,50.015915995597105
A,5.1238887353601275
C,73.9310250001559
C,39.051413996641124
B,38.67024494618801
D,60.1992760858648
D,17.208991355517156
B,73.00087793682317
A,66.90306976128392
C,16.99368733295642
D,30.537758161734775
B,49.30704049409565
A,52.17384385502145
A,96.4352603249598
A,86.97404780163541
C,6.3644069783355235
A,58.40602758969625
C,29.71517038754041
B,83.14408871251672
D,43.32013484587601
B,57.89853571676665
C,52.465376068862376
A,35.526459999384905
D,59.57634198353142
A,27.3125931875702
C,50.40218501275824
B,3.0947959129586478
A,67.14361529672918
C,31.851010100396625
D,2.4850082874653068
B,3.9250511955550293
D,44.61060322727452
