Категория,Значение
C,43.11942133689388
A,3.6606061156045033
B,44.21417780100592
A,15.736758011009666
C,2.7423308103515898
A,53.10027912627808
D,36.25252347883738
C,43.8594277319838
D,70.58120515883974
C,76.82418673151831
C,33.38750190030393
B,76.0556209634182
C,0.8858008077938795
B,5.131653199878139
D,9.353157626135156
D,73.36117945405874
B,87.7679960355592
C,16.272685564832823
D,28.58982773908092
C,63.97660048567975
A,84.18891849727167
C,41.810740970654926
B,62.536264186888424
A,43.67263898507245
B,63.49901061390161
B,72.10785444207794
B,55.56430047419496
D,11.620242677652781
C,36.192696178198446
D,39.0324988956498
C,47.34354084336503
C,42.59784471489496
C,59.77248276288376
B,80.99345308688059
A,21.944300912430425
C,36.23457246025934
A,62.870434980312154
B,86.12731791755435
D,11.420003480730667
B,46.239459132055515
A,64.10510595472255
B,98.82311228882865
D,1.950208346905602
A,22.865515194720754
A,20.17579358410303
D,34.03774175335818
A,43.8875495676475
A,84.43391459216734
B,16.272089289254733
D,23.391891371180595
D,72.75754587959317
D,87.31627354932337
A,48.52275019496531
D,82.45008505998723
D,71.96656372701273
D,69.63930657696822
C,0.41984978686893104
C,3.1432124089674995
C,46.64242597673211
A,62.14776946818864
A,48.17027276912349
C,55.770000998940574
A,21.0716241674182
A,79.06190984069603
B,1.5169487215265454
A,90.9197308277186
D,10.76584766267673
D,87.81347931981546
A,24.92935280293951
A,35.0945163935746
B,79.27611322250675
D,40.71359394835863
A,7.140425722807708
C,83.75730489776288
C,61.43539498886944
D,0.6519370804971225
D,11.15966520798498
A,75.88129698859643
C,4.084157003728128
B,57.37028887928839
A,76.04724865951894
B,18.895560563960046
C,50.222747852589
B,48.59799798060006
B,29.1008079180867
B,27.837964504311476
B,75.2295861415153
D,73.56793156617945
C,96.11569055598659
C,83.43630578716744
C,39.04836517880911
A,28.344850184818483
D,98.15777525755054
D,47.72690128186991
D,86.0591861195044
D,88.85481919454944
D,67.96484405295847
B,26.31336362520196
A,22.337025231700956
B,74.94105928849679
